User,Email / Username,Role,Session,Status,Planned Session Start,Planned Session End,Actual Session Start,Actual Session End,Session Date,Joined,Left,Attendance Status,Grade,Sex,Race,Is Hispanic,School,District,Region,Program,Parents,Custom ID
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:22 PM,9:37 PM,9:22 PM,9:27 PM,01/27/2024,9:22 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:22 PM,9:37 PM,9:22 PM,9:27 PM,01/27/2024,9:22 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:20 PM,9:35 PM,,,01/27/2024,9:20 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:20 PM,9:35 PM,,,01/27/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:19 PM,9:34 PM,,,01/27/2024,9:19 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:19 PM,9:34 PM,,,01/27/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:20 PM,9:35 PM,9:20 PM,9:25 PM,01/26/2024,9:20 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:20 PM,9:35 PM,9:20 PM,9:25 PM,01/26/2024,9:20 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:18 PM,9:33 PM,,,01/26/2024,9:18 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:18 PM,9:33 PM,,,01/26/2024,9:18 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:18 PM,9:33 PM,,,01/26/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:18 PM,9:33 PM,,,01/26/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:22 PM,9:37 PM,9:22 PM,9:27 PM,01/25/2024,9:22 PM,9:22 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:22 PM,9:37 PM,9:22 PM,9:27 PM,01/25/2024,9:22 PM,9:22 PM,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:21 PM,9:36 PM,,,01/25/2024,9:21 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:21 PM,9:36 PM,,,01/25/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:20 PM,9:35 PM,,,01/25/2024,9:20 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:20 PM,9:35 PM,,,01/25/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,3:51 PM,4:06 PM,3:51 PM,3:56 PM,01/25/2024,3:51 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,3:51 PM,4:06 PM,3:51 PM,3:56 PM,01/25/2024,3:51 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,3:49 PM,4:04 PM,,,01/25/2024,3:50 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,3:49 PM,4:04 PM,,,01/25/2024,3:49 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,3:49 PM,4:04 PM,,,01/25/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,3:49 PM,4:04 PM,,,01/25/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,3:03 PM,3:18 PM,3:03 PM,3:08 PM,01/25/2024,3:03 PM,3:03 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,3:03 PM,3:18 PM,3:03 PM,3:08 PM,01/25/2024,3:03 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,3:01 PM,3:16 PM,,,01/25/2024,3:01 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,3:01 PM,3:16 PM,,,01/25/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,3:00 PM,3:15 PM,,,01/25/2024,3:00 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,3:00 PM,3:15 PM,,,01/25/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,1:28 PM,1:43 PM,1:28 PM,1:33 PM,01/25/2024,1:28 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,1:28 PM,1:43 PM,1:28 PM,1:33 PM,01/25/2024,1:28 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,1:27 PM,1:42 PM,,,01/25/2024,1:27 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,1:27 PM,1:42 PM,,,01/25/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,1:26 PM,1:41 PM,,,01/25/2024,1:26 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,1:26 PM,1:41 PM,,,01/25/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,12:44 PM,12:59 PM,12:44 PM,12:49 PM,01/25/2024,12:44 PM,12:44 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,12:44 PM,12:59 PM,12:44 PM,12:49 PM,01/25/2024,12:44 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:42 PM,12:57 PM,,,01/25/2024,12:42 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:42 PM,12:57 PM,,,01/25/2024,12:42 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:42 PM,12:57 PM,,,01/25/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:42 PM,12:57 PM,,,01/25/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,11:59 AM,12:14 PM,,,01/25/2024,12:00 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,11:59 AM,12:14 PM,,,01/25/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,11:53 AM,12:08 PM,11:53 AM,11:58 AM,01/25/2024,11:53 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,11:53 AM,12:08 PM,11:53 AM,11:58 AM,01/25/2024,11:53 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,11:47 AM,12:02 PM,,,01/25/2024,11:48 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,11:47 AM,12:02 PM,,,01/25/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:31 PM,9:46 PM,,,01/24/2024,9:31 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:31 PM,9:46 PM,,,01/24/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:26 PM,9:41 PM,9:27 PM,9:31 PM,01/24/2024,9:26 PM,9:26 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:26 PM,9:41 PM,9:27 PM,9:31 PM,01/24/2024,9:26 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Missed,9:23 PM,9:38 PM,,,01/24/2024,9:24 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Missed,9:23 PM,9:38 PM,,,01/24/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:18 PM,9:33 PM,,,01/24/2024,9:18 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:18 PM,9:33 PM,,,01/24/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,1:43 PM,1:58 PM,,,01/24/2024,1:43 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,1:43 PM,1:58 PM,,,01/24/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,1:40 PM,1:55 PM,1:40 PM,1:45 PM,01/24/2024,1:40 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,1:40 PM,1:55 PM,1:40 PM,1:45 PM,01/24/2024,1:40 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,1:31 PM,1:46 PM,,,01/24/2024,1:32 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,1:31 PM,1:46 PM,,,01/24/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:19 PM,12:34 PM,,,01/24/2024,12:19 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:19 PM,12:34 PM,,,01/24/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,12:15 PM,12:30 PM,12:15 PM,12:20 PM,01/24/2024,12:15 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,12:15 PM,12:30 PM,12:15 PM,12:20 PM,01/24/2024,12:15 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Missed,12:12 PM,12:27 PM,,,01/24/2024,,,Missed,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Missed,12:12 PM,12:27 PM,,,01/24/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:07 PM,12:22 PM,,,01/24/2024,12:07 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:07 PM,12:22 PM,,,01/24/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:28 PM,9:43 PM,,,01/23/2024,9:29 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:28 PM,9:43 PM,,,01/23/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:22 PM,9:37 PM,9:23 PM,9:28 PM,01/23/2024,9:23 PM,9:23 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:22 PM,9:37 PM,9:23 PM,9:28 PM,01/23/2024,9:23 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:17 PM,9:32 PM,,,01/23/2024,9:17 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:17 PM,9:32 PM,,,01/23/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,5:06 PM,5:21 PM,,,01/23/2024,5:06 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,5:06 PM,5:21 PM,,,01/23/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,5:02 PM,5:17 PM,5:02 PM,5:07 PM,01/23/2024,5:02 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,5:02 PM,5:17 PM,5:02 PM,5:07 PM,01/23/2024,5:02 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Missed,4:59 PM,5:14 PM,,,01/23/2024,5:00 PM,5:00 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Missed,4:59 PM,5:14 PM,,,01/23/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,4:54 PM,5:09 PM,,,01/23/2024,4:54 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,4:54 PM,5:09 PM,,,01/23/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,4:11 PM,4:26 PM,4:12 PM,4:16 PM,01/23/2024,4:11 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,4:11 PM,4:26 PM,4:12 PM,4:16 PM,01/23/2024,4:12 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Missed,4:08 PM,4:23 PM,,,01/23/2024,4:09 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Missed,4:08 PM,4:23 PM,,,01/23/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,4:03 PM,4:18 PM,,,01/23/2024,4:03 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,4:03 PM,4:18 PM,,,01/23/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:30 PM,9:45 PM,,,01/22/2024,9:31 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:30 PM,9:45 PM,,,01/22/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:23 PM,9:38 PM,9:23 PM,9:28 PM,01/22/2024,9:23 PM,9:23 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:23 PM,9:38 PM,9:23 PM,9:28 PM,01/22/2024,9:23 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:18 PM,9:33 PM,,,01/22/2024,9:18 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:18 PM,9:33 PM,,,01/22/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:49 AM,10:04 AM,,,01/22/2024,9:49 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:49 AM,10:04 AM,,,01/22/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:45 AM,10:00 AM,9:45 AM,9:50 AM,01/22/2024,9:45 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:45 AM,10:00 AM,9:45 AM,9:50 AM,01/22/2024,9:45 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Missed,9:42 AM,9:57 AM,,,01/22/2024,9:42 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Missed,9:42 AM,9:57 AM,,,01/22/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:36 AM,9:51 AM,,,01/22/2024,9:37 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:36 AM,9:51 AM,,,01/22/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:29 PM,9:44 PM,,,01/21/2024,9:30 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:29 PM,9:44 PM,,,01/21/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:23 PM,9:38 PM,9:24 PM,9:28 PM,01/21/2024,9:23 PM,9:23 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:23 PM,9:38 PM,9:24 PM,9:28 PM,01/21/2024,9:24 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:18 PM,9:33 PM,,,01/21/2024,9:19 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:18 PM,9:33 PM,,,01/21/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:28 PM,9:43 PM,,,01/19/2024,9:28 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:28 PM,9:43 PM,,,01/19/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:21 PM,9:36 PM,9:21 PM,9:26 PM,01/19/2024,9:21 PM,9:21 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:21 PM,9:36 PM,9:21 PM,9:26 PM,01/19/2024,9:21 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:15 PM,9:30 PM,,,01/19/2024,9:16 PM,9:16 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:15 PM,9:30 PM,,,01/19/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:29 PM,9:44 PM,,,01/18/2024,9:29 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:29 PM,9:44 PM,,,01/18/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:25 PM,9:40 PM,9:25 PM,9:30 PM,01/18/2024,9:25 PM,9:25 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:25 PM,9:40 PM,9:25 PM,9:30 PM,01/18/2024,9:25 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Missed,9:22 PM,9:37 PM,,,01/18/2024,9:22 PM,9:23 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Missed,9:22 PM,9:37 PM,,,01/18/2024,9:23 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:17 PM,9:32 PM,,,01/18/2024,9:17 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:17 PM,9:32 PM,,,01/18/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:29 PM,9:44 PM,,,01/17/2024,9:29 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:29 PM,9:44 PM,,,01/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:25 PM,9:40 PM,9:26 PM,9:31 PM,01/17/2024,9:26 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:25 PM,9:40 PM,9:26 PM,9:31 PM,01/17/2024,9:26 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:23 PM,9:38 PM,9:23 PM,9:28 PM,01/17/2024,9:23 PM,9:23 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:23 PM,9:38 PM,9:23 PM,9:28 PM,01/17/2024,9:23 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:17 PM,9:32 PM,,,01/17/2024,9:18 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:17 PM,9:32 PM,,,01/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,4:25 PM,4:40 PM,,,01/17/2024,4:25 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,4:25 PM,4:40 PM,,,01/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,4:20 PM,4:35 PM,4:20 PM,4:25 PM,01/17/2024,4:20 PM,4:20 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,4:20 PM,4:35 PM,4:20 PM,4:25 PM,01/17/2024,4:20 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,4:14 PM,4:29 PM,,,01/17/2024,4:15 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,4:14 PM,4:29 PM,,,01/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,3:38 PM,3:53 PM,3:38 PM,3:43 PM,01/17/2024,3:38 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,3:38 PM,3:53 PM,3:38 PM,3:43 PM,01/17/2024,3:38 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,3:33 PM,3:48 PM,,,01/17/2024,3:33 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,3:33 PM,3:48 PM,,,01/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,3:30 PM,3:45 PM,,,01/17/2024,3:31 PM,3:31 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,3:30 PM,3:45 PM,,,01/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,1:55 PM,2:10 PM,,,01/17/2024,1:56 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,1:55 PM,2:10 PM,,,01/17/2024,1:55 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,1:55 PM,2:10 PM,,,01/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,1:55 PM,2:10 PM,,,01/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,11:51 AM,12:06 PM,11:51 AM,11:56 AM,01/17/2024,11:51 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,11:51 AM,12:06 PM,11:51 AM,11:56 AM,01/17/2024,11:51 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,11:50 AM,12:05 PM,11:51 AM,11:55 AM,01/17/2024,11:51 AM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,11:50 AM,12:05 PM,,,01/17/2024,11:50 AM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,11:50 AM,12:05 PM,,,01/17/2024,11:50 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,11:50 AM,12:05 PM,11:51 AM,11:55 AM,01/17/2024,11:51 AM,,Attended,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,11:50 AM,12:05 PM,,,01/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,11:50 AM,12:05 PM,,,01/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,11:31 AM,11:46 AM,,,01/17/2024,11:32 AM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,11:31 AM,11:46 AM,,,01/17/2024,11:31 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,11:31 AM,11:46 AM,,,01/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,11:31 AM,11:46 AM,,,01/17/2024,,,Missed,,,,,,,,,Automation Parent,
